Zuzana;Molnárová;770329/3246;9
Asterix;Obelix;000101/1111;9
Andrea;Nováková;130924/3058;12/1
Andrej;Baláž;660817/8932;12/1
Peter;Kováč;491213/0357;12/2
Tomáš;Baláž;060521/5319;12/3
Adam;Novák;430111/8200;12/3
Peter;Molnár;360831/5092;12/3
Adam;Nagy;280405/4052;12/3
Martin;Molnár;141126/7685;12/4
Karolína;Molnárová;060412/6402;12/4
Veronika;Balážová;010806/8286;12/4
Petra;Nováková;391213/3325;12/5
Lucia;Nagyová;361210/4976;12/5
Andrej;Varga;230805/7001;11
Jana;Balážová;741212/6382;11
Lucia;Farkašová;521230/1590;11
Andrej;Molnár;600913/9599;11
Martin;Baláž;221115/9647;11
Petra;Kováčová;670215/5274;11
Karolína;Balážová;120304/7070;11
Tomáš;Baláž;550911/0767;11
Veronika;Szabóová;130923/4871;11
Asterix;Obelix;000101/1111;11
Veronika;Horváthová;010109/7800;14/1
Lukáš;Farkaš;510615/6692;14/2
Tomáš;Nagy;451018/4755;14/3
Lucia;Kováčová;710817/0967;14/3
Veronika;Kováčová;520206/3142;14/4
Peter;Nagy;840629/5528;14/4
Matúš;Varga;310331/0500;14/5
Lukáš;Varga;070422/8388;14/5
Peter;Molnár;770930/1616;13
Lenka;Horváthová;850207/2086;13
Ivana;Kováčová;870221/1842;13
Petra;Balážová;600606/8905;13
Tomáš;Tóth;570203/6920;13
Marek;Szabó;400521/9831;13
Michal;Varga;500216/5595;13
Asterix;Obelix;000101/1111;13
Andrej;Kováč;641114/4666;16/1
Peter;Szabó;600123/9938;16/1
Andrea;Nováková;590731/1858;16/1
Petra;Nagyová;410619/8036;16/1
Peter;Varga;130727/1682;16/2
Petra;Vargová;610827/0677;16/2
Lucia;Nagyová;470519/7393;16/3
Adam;Horváth;761105/7109;16/3
Ján;Baláž;901211/2116;16/3
Tomáš;Kováč;370822/3654;16/3
Monika;Vargová;570724/9153;16/3
Veronika;Tóthová;000508/5481;16/4
Matúš;Novák;370601/5262;16/5
Jana;Farkašová;020730/3074;16/5
Adam;Molnár;610318/7789;16/5
Ján;Varga;030212/4861;16/5
Martin;Novák;100330/1965;15
Martin;Novák;960104/7108;15
Tomáš;Nagy;500822/5750;15
Peter;Baláž;600731/0678;15
Veronika;Balážová;830319/3899;15
Ján;Novák;600609/7162;15
Karolína;Nagyová;161220/0299;15
Ján;Novák;290207/8288;15
Lukáš;Nagy;861204/2334;15
Tomáš;Horváth;070710/1315;15
Asterix;Obelix;000101/1111;15
Michal;Farkaš;460712/0046;18/1
Andrea;Tóthová;610731/2117;18/1
Veronika;Szabóová;941102/1479;18/1
Andrea;Vargová;830615/8659;18/2
Marek;Horváth;260329/3068;18/2
Monika;Kováčová;971216/1414;18/3
Ivana;Horváthová;391226/2966;18/3
Jana;Nagyová;510115/1777;18/3
Karolína;Balážová;760115/8075;18/3
Martin;Farkaš;520317/8039;18/3
Veronika;Kováčová;100625/9153;18/4
Ján;Nagy;281030/3005;18/4
Matúš;Baláž;080928/2367;18/4
Matúš;Novák;570627/3277;18/5
Petra;Kováčová;730206/2397;18/5
Matúš;Molnár;740507/1569;17
Andrea;Balážová;220814/4883;17
Karolína;Vargová;360809/6992;17
Karolína;Nováková;211226/6121;17
Veronika;Vargová;830123/6232;17
Jana;Nováková;800228/1014;17
Peter;Kováč;150522/5875;17
Asterix;Obelix;000101/1111;17
Jana;Molnárová;380911/9428;20/1
Karolína;Kováčová;340308/4441;20/1
Andrej;Baláž;190918/5021;20/1
Ivana;Balážová;630719/8202;20/2
Marek;Novák;690421/0162;20/2
Michal;Horváth;561111/9527;20/2
Marek;Novák;931115/6730;20/2
Martin;Farkaš;001219/3172;20/2
Ján;Baláž;570324/6130;20/3
Adam;Molnár;001222/7105;20/3
Ivana;Farkašová;400101/8096;20/3
Lenka;Horváthová;380205/2941;20/4
Veronika;Nováková;930925/8045;20/4
Andrea;Horváthová;431118/2584;20/4
Lucia;Tóthová;210422/2949;20/4
Adam;Nagy;540813/6412;20/4
Michal;Szabó;701002/6083;20/5
Michal;Varga;230617/0001;19
Petra;Balážová;180127/4153;19
Andrej;Baláž;530403/3165;19
Lucia;Vargová;270213/7955;19
Zuzana;Balážová;330328/6750;19
Veronika;Molnárová;021007/9222;19
Peter;Nagy;070614/3401;19
Asterix;Obelix;000101/1111;19
Peter;Baláž;420606/3949;22/1
Lenka;Farkašová;991007/6640;22/1
Ivana;Farkašová;960425/3726;22/1
Petra;Nováková;410403/9985;22/1
Lucia;Balážová;710629/3592;22/2
Veronika;Horváthová;910511/1860;22/2
Veronika;Tóthová;930424/3684;22/2
Monika;Szabóová;660515/6419;22/2
Lucia;Horváthová;350526/7930;22/2
Zuzana;Farkašová;940418/4124;22/3
Andrea;Tóthová;271004/7671;22/3
Lenka;Balážová;450702/8845;22/3
Michal;Horváth;710905/3690;22/3
Karolína;Nagyová;631214/1637;22/4
Ivana;Farkašová;590701/9651;22/5
Marek;Nagy;200416/2897;22/5
Ján;Farkaš;080808/5872;22/5
Martin;Tóth;280701/4884;22/5
Veronika;Horváthová;560721/2784;22/5
Matúš;Baláž;241106/0100;21
Monika;Kováčová;851218/6291;21
Andrej;Tóth;230817/4928;21
Michal;Tóth;400510/1244;21
Ivana;Farkašová;430211/2033;21
Ivana;Farkašová;621124/7305;21
Peter;Farkaš;930719/8597;21
Lucia;Balážová;660107/8987;21
Ivana;Balážová;791127/2527;21
Asterix;Obelix;000101/1111;21
Marek;Kováč;590820/5665;24/1
Petra;Szabóová;110604/3567;24/1
Lukáš;Farkaš;690711/1761;24/1
Lucia;Nagyová;450808/1054;24/2
Karolína;Szabóová;930710/4918;24/3
Adam;Novák;731227/6496;24/3
Ján;Kováč;280331/8295;24/3
Ivana;Vargová;540206/7729;24/4
Michal;Varga;640429/9206;24/4
Ivana;Farkašová;961014/7269;24/4
Andrej;Kováč;461230/2077;24/4
Lucia;Horváthová;940101/1769;24/5
Lukáš;Kováč;510711/0900;24/5
Martin;Nagy;940317/8523;24/5
Martin;Kováč;621114/6104;24/5
Michal;Horváth;490714/4239;24/5
Petra;Vargová;480225/7866;23
Tomáš;Novák;770424/1934;23
Lucia;Balážová;170510/8894;23
Ján;Novák;240624/2979;23
Marek;Farkaš;090114/5907;23
Martin;Varga;380914/4131;23
Matúš;Molnár;990910/7337;23
Peter;Szabó;511227/3784;23
Lukáš;Kováč;850116/7842;23
Asterix;Obelix;000101/1111;23
Veronika;Horváthová;170414/4574;26/1
Andrea;Farkašová;000618/3954;26/1
Veronika;Nagyová;770223/6970;26/2
Marek;Szabó;980216/1141;26/2
Andrea;Horváthová;091005/9539;26/2
Ivana;Nagyová;530831/3740;26/3
Michal;Baláž;791203/0195;26/3
Zuzana;Kováčová;661226/4860;26/3
Martin;Varga;131031/1394;26/3
Petra;Kováčová;790117/1805;26/4
Jana;Horváthová;950213/6344;26/4
Andrea;Szabóová;280702/9092;26/4
Veronika;Horváthová;350418/8292;26/4
Andrej;Novák;470716/0461;26/5
Martin;Baláž;130904/5185;25
Ivana;Balážová;630521/6760;25
Zuzana;Farkašová;910210/5253;25
Veronika;Horváthová;800706/1893;25
Michal;Novák;120828/2572;25
Andrej;Kováč;091023/9948;25
Andrea;Tóthová;321215/4398;25
Ivana;Balážová;590222/4028;25
Asterix;Obelix;000101/1111;25
Karolína;Tóthová;201218/8472;28/1
Peter;Baláž;790121/4566;28/1
Andrej;Kováč;460118/9904;28/2
Peter;Varga;390221/0460;28/2
Michal;Kováč;080623/2505;28/3
Tomáš;Varga;780116/3477;28/3
Lucia;Tóthová;321025/7118;28/3
Matúš;Molnár;860725/9896;28/3
Ivana;Horváthová;361118/4999;28/4
Jana;Molnárová;811019/1082;28/4
Andrea;Nagyová;731119/3296;28/4
Lucia;Balážová;491128/0772;28/4
Matúš;Molnár;500813/8924;28/5
Matúš;Szabó;010407/6678;28/5
Matúš;Tóth;560313/2500;27
Adam;Novák;850925/2921;27
Ivana;Nováková;951213/0994;27
Adam;Molnár;591015/3091;27
Jana;Balážová;381108/2147;27
Michal;Farkaš;910304/8759;27
Lukáš;Molnár;390504/1531;27
Monika;Balážová;750807/9500;27
Asterix;Obelix;000101/1111;27
Matúš;Farkaš;310121/4614;30/1
Martin;Novák;550607/8618;30/1
Tomáš;Horváth;570719/1249;30/1
Veronika;Tóthová;690317/6529;30/1
Peter;Molnár;790228/3833;30/2
Matúš;Molnár;241022/1581;30/2
Lenka;Szabóová;880325/1441;30/2
Lukáš;Szabó;680804/5023;30/2
Petra;Horváthová;040503/5604;30/3
Matúš;Novák;120925/1873;30/3
Jana;Tóthová;080526/8043;30/4
Veronika;Balážová;790408/2884;30/4
Jana;Balážová;310406/9041;30/5
Matúš;Horváth;460113/0893;29
Matúš;Varga;520210/2299;29
Karolína;Szabóová;660618/0786;29
Andrea;Nováková;940103/6094;29
Lucia;Kováčová;350131/6546;29
Andrej;Szabó;261205/8536;29
Andrej;Varga;520706/0554;29
Asterix;Obelix;000101/1111;29
Petra;Horváthová;910218/5642;32/1
Veronika;Kováčová;630104/3679;32/2
Peter;Farkaš;910727/4528;32/2
Michal;Farkaš;780806/6932;32/2
Lenka;Vargová;360824/7709;32/2
Ivana;Molnárová;060806/2505;32/2
Jana;Horváthová;740915/8764;32/3
Ján;Molnár;520618/1223;32/3
Lenka;Nováková;630401/7202;32/3
Peter;Varga;830501/8659;32/4
Jana;Szabóová;440809/8998;32/4
Tomáš;Tóth;441218/9287;32/4
Ján;Varga;440919/3002;32/4
Zuzana;Molnárová;481027/6124;32/4
Tomáš;Horváth;110317/0502;32/5
Zuzana;Molnárová;071208/9093;32/5
Lucia;Nováková;381203/0547;32/5
Ján;Farkaš;630702/6221;32/5
Michal;Tóth;480917/2969;31
Ján;Molnár;100120/1740;31
Tomáš;Tóth;040323/9415;31
Jana;Vargová;361018/0136;31
Petra;Balážová;410826/1269;31
Karolína;Nagyová;310103/7925;31
Lukáš;Varga;480611/6137;31
Lenka;Nagyová;220202/4524;31
Tomáš;Horváth;141209/2437;31
Monika;Szabóová;611002/4847;31
Asterix;Obelix;000101/1111;31
Veronika;Molnárová;831211/9298;34/1
Martin;Tóth;400818/7033;34/1
Ján;Novák;220703/8068;34/1
Lucia;Horváthová;470301/6639;34/2
Peter;Horváth;290527/1290;34/2
Adam;Molnár;600210/1547;34/2
Marek;Molnár;391220/5769;34/2
Jana;Kováčová;250831/5463;34/2
Adam;Horváth;160812/9731;34/3
Martin;Horváth;081205/3598;34/3
Tomáš;Molnár;731013/3883;34/3
Michal;Varga;600218/5509;34/3
Lucia;Farkašová;120710/2999;34/3
Lukáš;Farkaš;010619/3772;34/4
Michal;Szabó;650426/1050;34/4
Tomáš;Horváth;720320/8030;34/5
Petra;Tóthová;520730/2813;33
Tomáš;Varga;640222/1003;33
Andrej;Szabó;291109/8768;33
Marek;Baláž;770904/7497;33
Peter;Szabó;720626/2661;33
Ján;Farkaš;911222/9402;33
Petra;Nagyová;170429/1428;33
Petra;Nagyová;380427/7177;33
Martin;Farkaš;071116/7058;33
Petra;Molnárová;951126/0833;33
Asterix;Obelix;000101/1111;33
Monika;Tóthová;230801/9260;36/1
Ivana;Nováková;710205/6750;36/2
Ivana;Kováčová;770404/7606;36/2
Jana;Vargová;810426/3166;36/3
Zuzana;Nagyová;471122/4516;36/4
Monika;Kováčová;590502/5004;36/4
Adam;Kováč;270102/6248;36/4
Lenka;Molnárová;430217/1629;36/4
Marek;Nagy;900908/1891;36/5
Karolína;Balážová;040114/3772;36/5
Petra;Tóthová;480713/9690;35
Andrej;Novák;041221/7825;35
Matúš;Farkaš;090107/7147;35
Veronika;Farkašová;951219/6989;35
Andrej;Horváth;850621/1886;35
Michal;Varga;110804/2432;35
Monika;Nováková;420612/1667;35
Adam;Varga;780827/8513;35
Adam;Nagy;801009/9609;35
Asterix;Obelix;000101/1111;35
Petra;Balážová;900528/7103;38/1
Lukáš;Varga;140121/2389;38/2
Petra;Balážová;700318/9013;38/2
Jana;Nagyová;550309/7281;38/2
Martin;Varga;760117/2577;38/2
Veronika;Kováčová;320604/4507;38/3
Lukáš;Kováč;250321/3708;38/3
Marek;Nagy;010302/1046;38/4
Adam;Tóth;181222/0562;38/4
Michal;Horváth;220802/5752;38/4
Tomáš;Horváth;010216/3029;38/4
Tomáš;Novák;001127/9024;38/5
Ivana;Nováková;600618/2841;37
Andrej;Kováč;370217/6399;37
Adam;Horváth;520723/6449;37
Lenka;Vargová;500307/3829;37
Lukáš;Novák;440522/1727;37
Monika;Kováčová;950905/3330;37
Ivana;Szabóová;360828/8629;37
Asterix;Obelix;000101/1111;37
Petra;Kováčová;250520/9562;40/1
Ján;Farkaš;750421/8525;40/2
Lenka;Molnárová;090522/1993;40/2
Tomáš;Kováč;641123/0497;40/2
Lucia;Tóthová;851119/6713;40/2
Marek;Horváth;220812/2268;40/2
Adam;Szabó;570829/0267;40/3
Ján;Varga;800603/7474;40/4
Petra;Kováčová;160712/2204;40/4
Veronika;Nováková;421031/7882;40/4
Veronika;Molnárová;570116/7667;40/5
Monika;Horváthová;750710/2317;40/5
Lucia;Kováčová;171107/2344;40/5
Peter;Szabó;911126/2358;40/5
Peter;Horváth;270910/6756;40/5
Lucia;Kováčová;830417/6566;39
Monika;Farkašová;481108/8890;39
Michal;Varga;370315/4565;39
Lucia;Tóthová;041217/3193;39
Monika;Farkašová;410616/3718;39
Veronika;Tóthová;540816/6027;39
Veronika;Kováčová;661009/9188;39
Peter;Farkaš;870602/7567;39
Asterix;Obelix;000101/1111;39
Peter;Szabó;090319/8149;42/1
Peter;Horváth;300323/5650;42/1
Veronika;Horváthová;710222/0684;42/1
Peter;Horváth;311105/8755;42/1
Michal;Horváth;860910/4202;42/1
Martin;Baláž;950820/1480;42/2
Jana;Nováková;301209/5733;42/2
Petra;Tóthová;231115/0791;42/2
Adam;Varga;691205/3769;42/2
Martin;Tóth;380109/5555;42/3
Ivana;Horváthová;671128/2574;42/3
Petra;Horváthová;830603/4145;42/3
Adam;Tóth;190718/7954;42/3
Zuzana;Szabóová;721018/4111;42/3
Jana;Kováčová;540606/0440;42/4
Ivana;Nagyová;410325/5778;42/4
Ján;Szabó;520709/7621;42/4
Peter;Farkaš;000105/5111;42/5
Monika;Vargová;080505/3449;42/5
Tomáš;Szabó;470226/9764;42/5
Ján;Varga;241231/3126;42/5
Ivana;Nováková;371021/6347;42/5
Lucia;Nováková;480307/0587;41
Lucia;Balážová;140925/0385;41
Jana;Horváthová;790808/8742;41
Marek;Horváth;880709/7313;41
Ivana;Balážová;240719/4480;41
Matúš;Szabó;290113/6547;41
Jana;Molnárová;430507/4894;41
Matúš;Horváth;900604/3149;41
Andrej;Szabó;871211/8002;41
Karolína;Molnárová;350319/7542;41
Asterix;Obelix;000101/1111;41
Karolína;Kováčová;581119/1737;44/1
Zuzana;Nagyová;190715/1418;44/1
Monika;Balážová;941017/7126;44/1
Jana;Molnárová;240503/1054;44/1
Michal;Novák;200326/5757;44/2
Karolína;Nagyová;470703/7435;44/2
Andrej;Novák;961013/6401;44/2
Monika;Nováková;210303/3192;44/3
Peter;Nagy;300623/4560;44/3
Zuzana;Vargová;250426/1557;44/4
Karolína;Szabóová;111002/9377;44/4
Veronika;Szabóová;080313/9105;44/4
Zuzana;Szabóová;750721/1166;44/4
Andrea;Szabóová;240829/4541;44/4
Peter;Varga;630719/0995;44/5
Ján;Kováč;500524/2255;44/5
Martin;Tóth;290122/9779;44/5
Lenka;Horváthová;130415/4830;43
Veronika;Vargová;671231/4487;43
Zuzana;Horváthová;080126/1033;43
Adam;Horváth;390304/6206;43
Adam;Nagy;730920/6052;43
Monika;Kováčová;840627/5335;43
Lenka;Nagyová;290513/8646;43
Karolína;Molnárová;861020/1978;43
Lucia;Farkašová;350527/5725;43
Asterix;Obelix;000101/1111;43
Adam;Szabó;340527/6574;46/1
Martin;Horváth;811105/1014;46/1
Adam;Horváth;271227/3948;46/1
Ivana;Tóthová;860207/8085;46/2
Ján;Novák;741106/9040;46/3
Adam;Kováč;231005/7280;46/3
Peter;Horváth;650828/2351;46/3
Peter;Kováč;271107/6971;46/4
Petra;Tóthová;810223/1867;46/4
Monika;Horváthová;121110/6897;46/5
Lenka;Nováková;391229/4976;46/5
Lenka;Molnárová;420211/6010;46/5
Andrej;Varga;930730/4599;46/5
Petra;Kováčová;271014/9982;45
Monika;Horváthová;720327/2845;45
Andrej;Baláž;561029/3280;45
Lukáš;Kováč;590604/0487;45
Andrea;Balážová;000724/8949;45
Monika;Tóthová;000811/4460;45
Tomáš;Molnár;810504/1146;45
Monika;Farkašová;110112/2672;45
Karolína;Szabóová;580429/3539;45
Asterix;Obelix;000101/1111;45
Martin;Novák;560330/4719;48/1
Andrea;Kováčová;910824/1419;48/1
Petra;Kováčová;860505/7379;48/1
Lenka;Balážová;721130/9864;48/1
Adam;Baláž;760703/7505;48/1
Lenka;Nagyová;190328/2823;48/2
Marek;Kováč;021120/7235;48/2
Martin;Tóth;770216/8762;48/2
Veronika;Molnárová;720524/4306;48/3
Michal;Szabó;630125/5486;48/3
Matúš;Baláž;470407/2652;48/4
Ján;Tóth;710401/9765;48/5
Michal;Molnár;530915/2274;47
Michal;Varga;180419/5974;47
Lenka;Kováčová;000404/7701;47
Karolína;Farkašová;050311/3130;47
Monika;Vargová;610310/3942;47
Lukáš;Szabó;490114/1811;47
Jana;Horváthová;291222/8973;47
Ivana;Farkašová;920526/5469;47
Lukáš;Tóth;730329/6670;47
Asterix;Obelix;000101/1111;47
Peter;Nagy;601219/3078;50/1
Peter;Varga;580611/5507;50/1
Tomáš;Farkaš;160407/3007;50/1
Tomáš;Varga;920914/4409;50/1
Michal;Nagy;440522/7223;50/1
Michal;Baláž;541015/7888;50/2
Petra;Nováková;530918/2476;50/2
Peter;Novák;340717/3071;50/2
Zuzana;Horváthová;101212/8005;50/3
Tomáš;Szabó;061023/7116;50/3
Ivana;Balážová;930819/6246;50/4
Jana;Nováková;980105/2338;50/5
Lukáš;Horváth;410418/1551;50/5
Marek;Farkaš;050228/7059;49
Andrea;Molnárová;750203/5238;49
Karolína;Farkašová;650119/2393;49
Martin;Molnár;810427/1591;49
Zuzana;Horváthová;360220/1834;49
Michal;Farkaš;210607/3139;49
Zuzana;Farkašová;361217/6728;49
Petra;Balážová;220524/9015;49
Adam;Kováč;090216/6380;49
Andrej;Varga;280611/3344;49
Asterix;Obelix;000101/1111;49
Veronika;Horváthová;741210/4982;52/1
Matúš;Varga;340308/0266;52/1
Adam;Novák;870816/9456;52/1
Adam;Nagy;881219/9047;52/1
Ivana;Molnárová;080827/9242;52/2
Zuzana;Molnárová;560425/6934;52/2
Lucia;Molnárová;081204/1002;52/2
Peter;Farkaš;251111/6325;52/2
Karolína;Farkašová;830504/8797;52/3
Ján;Nagy;410308/7916;52/3
Veronika;Kováčová;360802/5057;52/3
Marek;Farkaš;870831/1598;52/4
Petra;Nagyová;531213/0157;52/4
Lenka;Tóthová;821029/5958;52/4
Adam;Molnár;090526/4733;52/4
Lenka;Nagyová;320325/0438;52/5
Petra;Tóthová;151218/8000;52/5
Jana;Kováčová;620823/5535;52/5
Lucia;Kováčová;830128/9181;52/5
Ivana;Farkašová;861120/8701;51
Andrea;Szabóová;640121/7377;51
Lenka;Szabóová;291112/0155;51
Lenka;Farkašová;231116/6269;51
Andrea;Vargová;741017/2929;51
Andrej;Molnár;950927/0792;51
Monika;Szabóová;300713/3793;51
Martin;Kováč;951028/6451;51
Karolína;Szabóová;230207/0897;51
Zuzana;Balážová;490213/5315;51
Asterix;Obelix;000101/1111;51
Andrea;Farkašová;501105/8422;54/1
Andrea;Nováková;881226/1293;54/2
Ján;Horváth;010124/3670;54/2
Petra;Szabóová;030104/1553;54/2
Petra;Vargová;380402/5150;54/2
Lucia;Nováková;600410/2746;54/3
Martin;Tóth;781226/1328;54/3
Karolína;Farkašová;600425/0186;54/3
Lucia;Horváthová;950728/8189;54/3
Lenka;Farkašová;851024/1010;54/4
Lenka;Tóthová;270522/0641;54/4
Peter;Kováč;580828/4176;54/4
Matúš;Farkaš;930928/9576;54/4
Petra;Tóthová;690402/8271;54/5
Veronika;Nováková;620906/0827;54/5
Zuzana;Tóthová;570723/6451;54/5
Zuzana;Vargová;160405/7349;54/5
Matúš;Novák;060224/0427;54/5
Zuzana;Horváthová;920103/8271;53
Jana;Kováčová;440728/6716;53
Andrej;Molnár;260603/0265;53
Lucia;Horváthová;990302/6203;53
Peter;Horváth;150227/9810;53
Adam;Kováč;750925/1890;53
Tomáš;Tóth;390901/9743;53
Marek;Novák;671026/2023;53
Matúš;Molnár;060107/3942;53
Michal;Kováč;671222/8315;53
Asterix;Obelix;000101/1111;53
Karolína;Kováčová;081126/3922;56/1
Lucia;Vargová;780802/7609;56/1
Michal;Varga;481009/0679;56/1
Petra;Horváthová;200301/6712;56/1
Karolína;Nováková;800607/1113;56/2
Jana;Nagyová;020422/8971;56/2
Ján;Nagy;650908/0138;56/2
Petra;Nováková;811105/1015;56/3
Jana;Farkašová;520314/4668;56/4
Martin;Nagy;160615/6795;56/4
Karolína;Vargová;030725/3871;56/4
Veronika;Tóthová;711005/3151;56/4
Andrej;Varga;200701/8271;56/4
Ivana;Farkašová;011116/8292;56/5
Ján;Nagy;780223/1225;56/5
Michal;Szabó;540630/4809;56/5
Andrej;Varga;550216/6976;56/5
Matúš;Molnár;731101/3553;56/5
Karolína;Vargová;240623/9047;55
Tomáš;Horváth;480401/5449;55
Ján;Varga;470405/5273;55
Martin;Novák;160222/3851;55
Andrea;Nagyová;570106/6295;55
Matúš;Nagy;461118/9032;55
Adam;Novák;090915/6300;55
Ivana;Molnárová;811107/4524;55
Ján;Novák;640117/3346;55
Asterix;Obelix;000101/1111;55
Jana;Kováčová;260906/2003;58/1
Adam;Novák;171026/0703;58/1
Lukáš;Szabó;210317/2218;58/1
Zuzana;Molnárová;800730/4397;58/1
Lenka;Farkašová;331204/1788;58/2
Michal;Szabó;820203/1180;58/2
Ivana;Molnárová;740217/4908;58/2
Veronika;Nováková;210705/5879;58/2
Peter;Horváth;471007/2049;58/2
Marek;Baláž;210130/6423;58/3
Marek;Tóth;380817/5134;58/3
Lucia;Balážová;090521/2756;58/3
Ján;Molnár;831219/4651;58/4
Ján;Baláž;150406/2446;58/4
Monika;Nagyová;790401/3443;58/4
Ivana;Nagyová;301026/0795;58/4
Jana;Nagyová;390718/4698;58/5
Peter;Molnár;301110/0858;58/5
Marek;Kováč;560514/6571;58/5
Adam;Molnár;101208/0655;57
Zuzana;Nováková;760521/2520;57
Tomáš;Nagy;090609/6079;57
Peter;Farkaš;200227/3784;57
Lucia;Kováčová;021010/0040;57
Veronika;Szabóová;270308/8975;57
Lukáš;Szabó;420130/6084;57
