Peter;Farkaš;130307/7099;6/5
Matúš;Farkaš;310320/3843;6/5
Petra;Nováková;581001/8056;6/5
Petra;Balážová;310704/3822;6/6
Lucia;Farkašová;390430/6256;6/6
Andrej;Novák;960817/2305;6/6
Lukáš;Tóth;010815/4071;6/7
Adam;Molnár;450430/4343;6/8
Karolína;Kováčová;571128/0446;6/8
Petra;Vargová;130127/8507;6/8
Lukáš;Szabó;901031/9218;6/8
Michal;Szabó;470208/0102;6/9
Lucia;Nagyová;300910/3857;6/9
Andrea;Nováková;650215/9896;6/9
Jana;Szabóová;561010/6483;6/9
Tomáš;Molnár;630913/2697;6/9
Jana;Horváthová;250606/8856;6/10
Lucia;Balážová;310905/7212;6/10
Peter;Novák;480722/8526;6/10
Ivana;Horváthová;131024/9359;6/10
Matúš;Kováč;621202/4077;6/10
Petra;Kováčová;440529/9867;6/11
Zuzana;Nagyová;980609/0525;6/11
Adam;Tóth;241109/4587;6/11
Zuzana;Horváthová;441013/3982;6/11
Michal;Horváth;970417/8812;6/12
Andrej;Szabó;950908/7466;6/12
Ján;Kováč;130516/7394;6/12
Andrej;Tóth;340206/1669;6/13
Veronika;Kováčová;460901/2235;6/13
Lukáš;Farkaš;630707/4046;6/14
Zuzana;Nagyová;491213/8673;6/14
Karolína;Nagyová;400415/0875;6/14
Karolína;Tóthová;620921/8767;6/14
Karolína;Szabóová;260704/9499;5
Andrej;Kováč;010810/8152;5
Matúš;Kováč;630129/5148;5
Asterix;Obelix;000101/1111;5
Adam;Farkaš;811008/5991;8/1
Ján;Baláž;730809/7896;8/1
Monika;Nováková;120816/9368;8/1
Jana;Nagyová;370314/8265;8/1
Peter;Farkaš;850723/5400;8/2
Adam;Nagy;320112/7902;8/2
Andrea;Kováčová;160628/5427;8/2
Zuzana;Kováčová;640224/2078;8/3
Petra;Balážová;810127/5676;8/3
Andrea;Szabóová;560129/5333;8/3
Marek;Horváth;830723/7111;8/3
Peter;Molnár;060707/8595;8/3
Jana;Tóthová;380325/3735;8/4
Matúš;Varga;770928/6639;8/5
Marek;Kováč;530719/6183;8/5
Ivana;Farkašová;090717/3598;8/5
Andrea;Tóthová;160628/4483;8/5
Matúš;Varga;300103/3333;8/5
Michal;Kováč;340218/6149;8/6
Lucia;Horváthová;870803/2408;8/6
Ján;Novák;240228/0227;8/6
Veronika;Nagyová;800422/8399;8/6
Petra;Kováčová;630130/2503;8/6
Ján;Szabó;921111/9901;8/7
Marek;Horváth;390318/4802;8/7
Ján;Novák;240413/4000;8/7
Peter;Nagy;060925/2002;8/7
Michal;Baláž;091122/2852;8/8
Ján;Szabó;501124/9269;8/8
Tomáš;Novák;080811/9809;8/8
Karolína;Vargová;400315/7462;8/9
Lenka;Tóthová;401217/6779;8/9
Zuzana;Farkašová;220218/1965;8/9
Lenka;Horváthová;150208/8424;8/9
Lenka;Nagyová;650601/5148;8/9
Tomáš;Nagy;511201/2970;8/10
Tomáš;Horváth;730614/7131;8/10
Adam;Nagy;241119/2868;8/10
Matúš;Varga;741119/6611;8/11
Peter;Kováč;851008/6595;8/11
Veronika;Szabóová;770207/3164;8/11
Veronika;Tóthová;180809/4381;8/12
Marek;Molnár;350214/6562;8/13
Adam;Baláž;220813/7818;8/13
Andrej;Baláž;670219/4178;8/13
Lenka;Szabóová;720224/1857;8/14
Tomáš;Baláž;591122/8495;8/14
Marek;Molnár;060222/3690;7
Ján;Baláž;490331/6567;7
Jana;Farkašová;170323/2073;7
Asterix;Obelix;000101/1111;7
Lenka;Kováčová;071114/8393;10/1
Lucia;Balážová;311101/4863;10/2
Lenka;Kováčová;890531/4603;10/2
Jana;Farkašová;950214/1919;10/2
Lenka;Nagyová;600904/3811;10/3
Lenka;Nagyová;550410/4156;10/3
Veronika;Horváthová;600218/5019;10/3
Lenka;Nagyová;440826/3694;10/4
Lucia;Farkašová;520827/4728;10/5
Karolína;Nagyová;180204/1159;10/5
Tomáš;Varga;270209/5338;10/5
Lenka;Szabóová;680716/1358;10/5
Peter;Farkaš;711101/0748;10/5
Jana;Farkašová;060425/5647;10/6
Ivana;Tóthová;611022/3347;10/6
Martin;Farkaš;350720/3639;10/6
Monika;Farkašová;380817/4994;10/6
Lucia;Farkašová;070330/0165;10/7
Ivana;Tóthová;030305/2969;10/7
Marek;Molnár;731215/0013;10/7
Veronika;Kováčová;690724/0739;10/7
Andrea;Nagyová;590710/3104;10/7
Lukáš;Varga;630209/7196;10/8
Ján;Tóth;910411/3764;10/8
Karolína;Horváthová;751103/2921;10/8
Marek;Horváth;281009/9108;10/9
Petra;Nagyová;100112/0629;10/9
Andrej;Szabó;520201/2946;10/9
Tomáš;Szabó;631113/1142;10/9
Karolína;Tóthová;521105/1690;10/9
Lukáš;Horváth;640507/4932;10/10
Marek;Nagy;561206/3654;10/10
Peter;Novák;850505/7476;10/10
Andrej;Farkaš;050812/2567;10/10
Peter;Novák;770218/9787;10/10
Peter;Horváth;931118/4069;10/11
Andrej;Kováč;170203/1207;10/11
Zuzana;Molnárová;730407/3273;10/11
Jana;Balážová;700301/3067;10/12
Adam;Farkaš;800406/4398;10/12
Andrea;Kováčová;280311/0687;10/12
Ján;Molnár;381101/7941;10/12
Matúš;Baláž;481215/2881;10/12
Marek;Szabó;880213/8564;10/13
Adam;Horváth;950725/5949;10/13
Michal;Novák;101016/0353;10/14
Lukáš;Kováč;500809/6233;9
Adam;Horváth;340627/6161;9
Andrea;Balážová;160312/5267;9
Monika;Szabóová;211123/3503;9
Asterix;Obelix;000101/1111;9
Andrej;Kováč;570214/8489;12/1
Zuzana;Kováčová;270826/4802;12/1
Veronika;Molnárová;051127/9476;12/2
Zuzana;Balážová;111122/4484;12/2
Veronika;Balážová;730718/4133;12/3
Marek;Horváth;830722/5551;12/3
Petra;Horváthová;510312/5589;12/3
Ján;Kováč;040801/6994;12/3
Martin;Szabó;130207/7959;12/4
Matúš;Horváth;521008/0369;12/4
Michal;Molnár;410420/3173;12/4
Karolína;Tóthová;200308/9219;12/4
Veronika;Horváthová;020525/8073;12/5
Tomáš;Baláž;220107/7619;12/5
Petra;Balážová;950413/3499;12/5
Karolína;Horváthová;661025/0373;12/5
Petra;Balážová;150507/4532;12/5
Veronika;Szabóová;661219/1962;12/6
Andrej;Szabó;960826/6111;12/7
Petra;Kováčová;940530/9123;12/8
Petra;Kováčová;830125/1128;12/8
Matúš;Farkaš;120522/6688;12/8
Adam;Baláž;661102/7852;12/9
Peter;Kováč;410228/2099;12/9
Tomáš;Novák;510508/3731;12/9
Andrea;Nagyová;190323/9101;12/9
Michal;Molnár;030105/2111;12/9
Michal;Tóth;880210/1791;12/10
Andrea;Vargová;390701/1938;12/11
Lenka;Molnárová;110711/7197;12/12
Ján;Farkaš;050310/2352;12/12
Adam;Molnár;200217/2484;12/13
Lukáš;Varga;720706/5364;12/13
Andrea;Balážová;300819/1368;12/13
Monika;Tóthová;470327/8991;12/14
Tomáš;Baláž;300210/8461;11
Veronika;Nagyová;030525/5296;11
Monika;Balážová;860417/9468;11
Lukáš;Farkaš;130201/8880;11
Andrej;Tóth;051120/5704;11
Asterix;Obelix;000101/1111;11
Andrea;Horváthová;191028/2359;14/1
Matúš;Kováč;260310/9254;14/2
Matúš;Farkaš;730605/8445;14/2
Ivana;Tóthová;041126/4968;14/2
Veronika;Farkašová;881217/4176;14/3
Ivana;Nagyová;970918/0090;14/3
Petra;Farkašová;841209/1594;14/3
Adam;Kováč;670520/3748;14/3
Petra;Horváthová;220703/9306;14/4
Lukáš;Varga;551024/6399;14/4
Martin;Tóth;890226/0117;14/4
Matúš;Szabó;030201/8489;14/4
Karolína;Nagyová;440921/2035;14/5
Petra;Horváthová;640923/7914;14/5
Andrej;Farkaš;960118/5670;14/5
Lucia;Szabóová;090323/4232;14/5
Veronika;Balážová;220831/0758;14/5
Peter;Baláž;420601/0885;14/6
Karolína;Balážová;020716/3813;14/6
Michal;Tóth;311011/4837;14/6
Martin;Szabó;920601/3614;14/7
Karolína;Szabóová;670129/4471;14/8
Ján;Nagy;460421/5749;14/9
Monika;Horváthová;640223/1813;14/10
Karolína;Molnárová;971004/0305;14/10
Karolína;Molnárová;960601/6027;14/10
Adam;Szabó;670401/6844;14/10
Lucia;Nováková;441229/6658;14/11
Jana;Horváthová;800218/4667;14/11
Tomáš;Nagy;911007/9041;14/11
Peter;Szabó;220214/3366;14/11
Veronika;Vargová;200423/1961;14/11
Martin;Szabó;010114/4706;14/12
Peter;Novák;270429/9078;14/12
Petra;Vargová;101116/7314;14/12
Zuzana;Tóthová;760811/9676;14/12
Zuzana;Kováčová;710509/4651;14/12
Martin;Novák;931014/7771;14/13
Andrea;Molnárová;761231/8788;14/13
Adam;Tóth;040507/4931;14/13
Karolína;Kováčová;300317/4120;14/13
Jana;Farkašová;621231/7640;14/13
Zuzana;Vargová;241201/0082;14/14
Andrea;Szabóová;060419/9329;14/14
Lenka;Nováková;450110/9144;14/14
Michal;Horváth;140329/1497;14/14
Monika;Kováčová;800704/5048;14/14
Lucia;Horváthová;360118/6501;13
Zuzana;Tóthová;640906/6528;13
Veronika;Vargová;241030/4321;13
Adam;Baláž;740405/8438;13
Martin;Farkaš;910130/1894;13
Jana;Nováková;560225/0272;13
Martin;Novák;040325/4283;13
Asterix;Obelix;000101/1111;13
Ivana;Molnárová;700827/8286;16/1
Lukáš;Novák;540607/8849;16/1
Adam;Farkaš;620228/4011;16/1
Monika;Vargová;930413/6453;16/1
Peter;Farkaš;160710/2264;16/2
Veronika;Molnárová;690310/3081;16/3
Marek;Farkaš;470223/9857;16/3
Ivana;Farkašová;860621/1928;16/3
Tomáš;Szabó;590907/7496;16/4
Andrej;Baláž;351001/5354;16/5
Monika;Farkašová;081207/2699;16/5
Zuzana;Szabóová;740927/1841;16/5
Jana;Nagyová;641013/7159;16/6
Michal;Nagy;590913/2591;16/7
Matúš;Szabó;960206/7852;16/7
Veronika;Molnárová;751105/6272;16/7
Lucia;Balážová;430902/9352;16/8
Karolína;Kováčová;031219/4113;16/8
Tomáš;Horváth;890705/0396;16/8
Tomáš;Kováč;010802/9673;16/9
Ján;Novák;660714/9715;16/9
Marek;Tóth;790924/4195;16/9
Tomáš;Novák;820525/6467;16/9
Petra;Molnárová;821005/8718;16/10
Ján;Horváth;901101/6076;16/10
Monika;Farkašová;961215/4382;16/10
Andrea;Molnárová;130520/8107;16/10
Lukáš;Szabó;740927/3757;16/11
Andrea;Szabóová;261205/7157;16/11
Monika;Horváthová;140512/8758;16/11
Lukáš;Varga;270207/7649;16/12
Peter;Farkaš;500207/4808;16/12
Veronika;Kováčová;000224/0547;16/12
Jana;Farkašová;611017/7542;16/12
Ivana;Nagyová;230614/5954;16/13
Martin;Novák;850925/2324;16/13
Andrea;Nováková;060218/5392;16/13
Marek;Horváth;850722/6703;16/13
Andrea;Tóthová;620221/6932;16/13
Andrea;Szabóová;830802/1576;16/14
Zuzana;Balážová;670724/4411;16/14
Tomáš;Horváth;220105/4651;16/14
Jana;Vargová;680618/9561;16/14
Andrej;Farkaš;100829/6516;15
Andrea;Nagyová;420219/3373;15
Monika;Nováková;930424/9075;15
Asterix;Obelix;000101/1111;15
Ján;Novák;150213/5642;18/1
Ján;Horváth;950302/1061;18/1
Petra;Szabóová;820215/2764;18/1
Andrea;Vargová;740703/4317;18/2
Karolína;Szabóová;070517/9896;18/2
Marek;Molnár;600720/7803;18/2
Adam;Kováč;640930/9895;18/3
Martin;Farkaš;950506/3686;18/3
Ján;Novák;011125/0637;18/3
Tomáš;Molnár;951008/9300;18/4
Tomáš;Tóth;440923/5375;18/4
Monika;Molnárová;771217/0623;18/4
Jana;Tóthová;661014/0788;18/4
Ján;Nagy;940321/8790;18/5
Marek;Tóth;910429/2491;18/5
Monika;Szabóová;461019/4932;18/5
Ivana;Horváthová;551225/6344;18/6
Tomáš;Nagy;360731/2920;18/6
Adam;Horváth;750510/1180;18/7
Adam;Nagy;390516/9625;18/7
Jana;Horváthová;450827/8818;18/7
Lucia;Nagyová;611021/7888;18/7
Ivana;Nagyová;460507/2025;18/8
Lenka;Nováková;790417/1490;18/8
Petra;Molnárová;530806/7944;18/8
Jana;Molnárová;610815/3641;18/9
Petra;Vargová;221215/1864;18/10
Andrea;Szabóová;730422/1024;18/10
Andrej;Kováč;000909/5670;18/10
Tomáš;Nagy;790620/4734;18/10
Petra;Farkašová;520628/0681;18/10
Monika;Kováčová;700807/1529;18/11
Michal;Baláž;950511/9217;18/12
Andrea;Nováková;911031/8936;18/13
Veronika;Szabóová;431115/7254;18/13
Adam;Varga;620210/6212;18/13
Lenka;Tóthová;461220/4942;18/14
Karolína;Balážová;820815/4639;18/14
Adam;Tóth;900827/2230;18/14
Lenka;Kováčová;041228/4008;18/14
Jana;Nováková;990603/9242;17
Tomáš;Tóth;140830/9012;17
Asterix;Obelix;000101/1111;17
Petra;Vargová;240501/1311;20/1
Lenka;Farkašová;650608/3144;20/1
Ivana;Nagyová;520903/9910;20/2
Ivana;Farkašová;480212/0035;20/2
Monika;Molnárová;450126/3135;20/2
Karolína;Balážová;710711/3867;20/3
Lukáš;Novák;621125/6660;20/4
Zuzana;Vargová;070123/3768;20/4
Zuzana;Vargová;620313/9086;20/4
Peter;Farkaš;470105/3786;20/5
Ján;Szabó;860812/6402;20/5
Andrej;Kováč;011102/7738;20/6
Petra;Molnárová;430517/3148;20/6
Adam;Varga;961027/0945;20/6
Andrea;Szabóová;790228/3800;20/7
Adam;Horváth;860124/0764;20/7
Monika;Balážová;970622/2936;20/7
Lukáš;Varga;980224/5279;20/8
Lukáš;Farkaš;370203/3654;20/8
Adam;Novák;990610/4089;20/8
Marek;Molnár;350424/6101;20/8
Tomáš;Kováč;831124/0118;20/9
Tomáš;Nagy;170722/4396;20/9
Lukáš;Kováč;460910/0314;20/10
Adam;Horváth;530710/7845;20/10
Matúš;Molnár;671215/3413;20/11
Marek;Molnár;300123/0462;20/12
Zuzana;Nováková;160505/4328;20/12
Petra;Molnárová;410817/9646;20/12
Petra;Molnárová;410123/5564;20/13
Monika;Farkašová;970723/0216;20/13
Tomáš;Horváth;660413/8404;20/13
Adam;Szabó;630630/4568;20/14
Jana;Tóthová;330805/9182;20/14
Matúš;Nagy;751127/4580;20/14
Marek;Baláž;450613/5208;19
Matúš;Varga;630104/4921;19
Asterix;Obelix;000101/1111;19
Petra;Kováčová;531102/6819;22/1
Martin;Horváth;090405/5134;22/1
Andrea;Szabóová;900108/6307;22/1
Veronika;Kováčová;610405/1734;22/2
Zuzana;Molnárová;740726/9110;22/2
Monika;Balážová;611106/8674;22/2
Zuzana;Nagyová;390504/5293;22/3
Lukáš;Farkaš;171226/6109;22/4
Marek;Farkaš;741026/3065;22/4
Tomáš;Tóth;580428/6157;22/4
Karolína;Nováková;870302/5019;22/5
Jana;Tóthová;280728/6619;22/5
Adam;Kováč;321023/9584;22/6
Tomáš;Molnár;731211/8235;22/6
Jana;Tóthová;690316/6866;22/6
Michal;Novák;490330/2433;22/6
Karolína;Balážová;280410/6659;22/7
Tomáš;Farkaš;940919/8822;22/7
Lucia;Molnárová;440520/0526;22/8
Andrea;Nagyová;770723/5081;22/8
Lukáš;Nagy;330617/6609;22/8
Ivana;Tóthová;860608/4750;22/8
Petra;Farkašová;460721/6281;22/9
Lenka;Vargová;361024/1407;22/10
Peter;Tóth;041215/3176;22/10
Ivana;Szabóová;110808/0420;22/10
Adam;Horváth;671213/7372;22/11
Veronika;Tóthová;540527/6976;22/12
Ján;Horváth;280722/0522;22/12
Lucia;Szabóová;150224/2232;22/13
Lenka;Szabóová;820930/9132;22/13
Jana;Tóthová;681016/9221;22/14
Monika;Molnárová;770103/5987;22/14
Ivana;Molnárová;521221/7407;22/14
Tomáš;Baláž;160129/8209;22/14
Petra;Molnárová;870602/5141;21
Michal;Farkaš;151017/6534;21
Asterix;Obelix;000101/1111;21
Martin;Molnár;451225/4598;24/1
Karolína;Horváthová;680226/5500;24/1
Peter;Baláž;490521/3266;24/1
Ján;Kováč;770721/6279;24/1
Michal;Nagy;550206/4428;24/1
Jana;Nagyová;881019/5469;24/2
Petra;Nováková;090604/9793;24/2
Michal;Farkaš;911013/6924;24/2
Karolína;Horváthová;750517/9686;24/3
Adam;Novák;101120/4767;24/3
Lenka;Kováčová;410319/8769;24/3
Karolína;Balážová;430330/2320;24/3
Veronika;Vargová;421019/3803;24/3
Andrea;Szabóová;641228/7573;24/4
Lucia;Molnárová;460415/8270;24/4
Jana;Balážová;300105/1708;24/4
Andrej;Kováč;090704/1948;24/5
Lucia;Szabóová;021202/7390;24/5
Lukáš;Varga;801007/4473;24/5
Veronika;Nováková;190128/9277;24/6
Jana;Nováková;890908/7825;24/6
Lenka;Molnárová;101006/0959;24/6
Tomáš;Tóth;810412/1552;24/6
Tomáš;Varga;080510/6811;24/6
Marek;Horváth;860531/8668;24/7
Lukáš;Nagy;691202/9319;24/8
Tomáš;Nagy;491112/4439;24/8
Adam;Nagy;120113/6367;24/8
Ivana;Nováková;191123/8484;24/8
Adam;Molnár;151219/3639;24/9
Adam;Tóth;580115/5853;24/10
Lucia;Vargová;570816/2223;24/11
Matúš;Novák;260526/4264;24/11
Zuzana;Nagyová;300424/6151;24/11
Matúš;Varga;210924/8846;24/11
Lukáš;Molnár;260118/3454;24/12
Michal;Molnár;661117/3454;24/12
Jana;Tóthová;021210/2706;24/12
Petra;Kováčová;150125/6398;24/13
Lukáš;Molnár;960604/2698;24/14
Lenka;Nagyová;570321/8181;24/14
Lucia;Farkašová;710810/2329;23
Andrej;Nagy;860708/2377;23
Asterix;Obelix;000101/1111;23
Jana;Nováková;100724/3149;26/1
Ivana;Nagyová;820730/3239;26/1
Ján;Farkaš;661217/4985;26/2
Lenka;Nováková;370526/3767;26/3
Veronika;Vargová;261201/4940;26/3
Tomáš;Molnár;160512/2665;26/3
Lukáš;Baláž;280208/8965;26/3
Adam;Baláž;480518/1298;26/4
Jana;Balážová;600904/8302;26/4
Jana;Nagyová;421001/8994;26/4
Michal;Tóth;390112/8260;26/4
Lucia;Kováčová;090918/1845;26/4
Karolína;Horváthová;420216/0159;26/5
Karolína;Szabóová;610112/7956;26/5
Monika;Kováčová;730605/9145;26/5
Jana;Szabóová;321016/6465;26/5
Michal;Tóth;530321/9183;26/6
Jana;Balážová;630501/4124;26/6
Zuzana;Szabóová;830521/2596;26/6
Andrea;Horváthová;600122/4587;26/6
Tomáš;Horváth;380916/4318;26/6
Ján;Farkaš;960221/4307;26/7
Lukáš;Kováč;770908/6475;26/7
Karolína;Kováčová;020128/4372;26/8
Zuzana;Molnárová;350222/8152;26/8
Tomáš;Baláž;200319/7969;26/8
Lucia;Nagyová;341123/9723;26/9
Ján;Baláž;601106/9164;26/10
Marek;Molnár;000116/5964;26/10
Matúš;Horváth;440328/4280;26/10
Marek;Nagy;240319/0964;26/10
Andrej;Novák;430927/8596;26/10
Peter;Baláž;430831/8836;26/11
Adam;Farkaš;290510/4347;26/11
Andrej;Szabó;050627/0555;26/12
Peter;Molnár;340202/6707;26/12
Ivana;Balážová;131208/2681;26/12
Marek;Varga;461217/9515;26/12
Veronika;Farkašová;571209/0305;26/13
Monika;Vargová;140909/8498;26/13
Monika;Kováčová;810903/7200;26/13
Karolína;Vargová;470820/7665;26/13
Marek;Szabó;740319/9092;26/13
Adam;Baláž;730416/0240;26/14
Adam;Baláž;510206/6843;26/14
Andrea;Nováková;280122/6297;26/14
Lenka;Vargová;470722/9996;26/14
Matúš;Baláž;810416/0337;26/14
Martin;Szabó;200819/7182;25
Andrea;Szabóová;140520/8351;25
Andrea;Nagyová;810813/4803;25
Asterix;Obelix;000101/1111;25
Andrea;Molnárová;110516/3515;28/1
Martin;Horváth;770427/6770;28/1
Peter;Nagy;310625/5794;28/1
Martin;Novák;670214/6830;28/2
Tomáš;Nagy;391116/7028;28/2
Petra;Nagyová;760727/3510;28/2
Andrej;Baláž;190515/2426;28/3
Jana;Vargová;430828/8436;28/3
Petra;Molnárová;001103/3180;28/3
Jana;Kováčová;061226/5868;28/3
Martin;Varga;360628/4475;28/3
Ján;Szabó;440328/5925;28/4
Veronika;Szabóová;530101/8394;28/4
Ján;Tóth;121112/3849;28/4
Jana;Nagyová;030702/4411;28/4
Monika;Molnárová;490531/0675;28/4
Peter;Molnár;451022/9427;28/5
Matúš;Molnár;880317/7538;28/6
Lucia;Tóthová;981226/6194;28/6
Lucia;Horváthová;950202/7607;28/6
Peter;Nagy;640728/4545;28/6
Jana;Molnárová;651209/6518;28/7
Adam;Farkaš;761004/5400;28/7
Michal;Tóth;900603/5284;28/7
Martin;Novák;290619/0971;28/7
Jana;Horváthová;300710/0687;28/7
Ivana;Nováková;150123/5796;28/8
Lenka;Kováčová;811109/0886;28/8
Petra;Szabóová;900217/7781;28/9
Jana;Kováčová;730818/7142;28/9
Tomáš;Molnár;440202/8962;28/9
Ivana;Balážová;820127/2061;28/10
Martin;Szabó;560627/8031;28/11
Tomáš;Novák;001231/4513;28/11
Ivana;Tóthová;690508/7873;28/11
Lukáš;Baláž;340106/9566;28/11
Tomáš;Tóth;620609/0740;28/12
Andrea;Kováčová;770105/5366;28/13
Petra;Nováková;490227/4711;28/13
Andrej;Tóth;440419/9166;28/13
Peter;Szabó;841003/2502;28/14
Tomáš;Baláž;050318/3976;28/14
Marek;Nagy;310605/1501;28/14
Ján;Baláž;330131/0286;27
Peter;Farkaš;180422/0061;27
Marek;Tóth;390207/6741;27
Ivana;Balážová;610915/9257;27
Andrej;Molnár;801112/2853;27
Matúš;Szabó;421224/3228;27
Asterix;Obelix;000101/1111;27
Matúš;Nagy;070926/3092;30/1
Monika;Szabóová;161203/7083;30/1
Martin;Szabó;900421/8572;30/1
Monika;Horváthová;800321/7497;30/2
Andrea;Nováková;980531/8121;30/2
Lucia;Vargová;011110/9396;30/2
Adam;Nagy;680405/1939;30/3
Ivana;Horváthová;880101/3436;30/3
Martin;Novák;731026/5073;30/3
Lenka;Szabóová;350518/1985;30/3
Jana;Nagyová;850107/3864;30/4
Lenka;Molnárová;260517/6574;30/5
Ján;Novák;140720/7742;30/5
Ivana;Farkašová;600724/9170;30/6
Michal;Kováč;181206/7211;30/6
Lenka;Vargová;150322/3695;30/6
Ján;Molnár;240719/6235;30/6
Karolína;Farkašová;100919/8624;30/7
Karolína;Molnárová;000202/6312;30/7
Marek;Farkaš;651101/1197;30/7
Zuzana;Vargová;450105/4323;30/7
Lenka;Nováková;640109/4180;30/7
Monika;Balážová;930330/8361;30/8
Jana;Vargová;970102/0950;30/9
Lenka;Nagyová;410121/4110;30/9
Matúš;Tóth;110620/8008;30/10
Martin;Varga;190104/5554;30/10
Andrej;Farkaš;181111/6128;30/10
Ján;Nagy;220612/8137;30/10
Jana;Szabóová;980610/4815;30/11
Veronika;Nováková;901230/7789;30/11
Zuzana;Molnárová;500913/4115;30/11
Andrea;Molnárová;110217/7810;30/11
Monika;Farkašová;560125/4514;30/11
Lenka;Farkašová;330225/5461;30/12
Martin;Novák;041207/6449;30/12
Andrea;Vargová;610920/5846;30/12
Jana;Nováková;490318/8618;30/13
Adam;Novák;750702/2986;30/14
Veronika;Farkašová;470527/8124;30/14
Veronika;Molnárová;801114/4923;30/14
Lucia;Horváthová;431228/5303;30/14
