Veronika;Horváthová;010109/7800;8/5
Tomáš;Kováč;030415/4748;8/5
Lenka;Kováčová;110428/6956;7
Andrej;Farkaš;750524/1384;7
Michal;Varga;520317/5431;7
Veronika;Kováčová;520307/8376;7
Matúš;Kováč;781205/5951;7
Lukáš;Novák;550312/4541;7
Veronika;Balážová;821008/4669;7
Nema;Meno;690609/6969;7
Matúš;Horváth;420703/7255;10/1
Tomáš;Farkaš;430215/2619;10/1
Petra;Nagyová;530627/3631;10/1
Karolína;Nováková;190427/5908;10/1
Martin;Varga;300503/3693;10/1
Lukáš;Farkaš;071216/9265;10/1
Lenka;Nováková;460402/0590;10/1
Lukáš;Baláž;310316/6210;10/1
Lukáš;Kováč;430224/5214;10/2
Tomáš;Farkaš;691107/4063;10/2
Ivana;Tóthová;600619/3622;10/2
Adam;Molnár;050703/3574;10/2
Karolína;Horváthová;810916/1704;10/2
Marek;Baláž;600213/3080;10/2
Andrea;Balážová;401122/3762;10/2
Marek;Baláž;301219/0907;10/2
Ján;Szabó;970222/1490;10/3
Jana;Horváthová;950312/8495;10/3
Karolína;Vargová;450105/2014;10/3
Marek;Szabó;601206/3700;10/3
Martin;Farkaš;150131/3634;10/3
Adam;Varga;490724/0020;10/3
Tomáš;Tóth;240730/8515;10/4
Petra;Nagyová;190404/7273;10/4
Veronika;Horváthová;811006/3685;10/4
Adam;Horváth;640608/2282;10/4
Karolína;Nagyová;630305/6258;10/4
Jana;Molnárová;890615/7810;10/4
Veronika;Horváthová;900421/8493;10/4
Lucia;Molnárová;211019/6329;10/4
Martin;Novák;950823/8222;10/5
Martin;Horváth;180211/4994;10/5
Matúš;Varga;930814/4128;10/5
Adam;Kováč;770501/8930;10/5
Ivana;Vargová;781207/5397;10/5
Michal;Horváth;750325/5744;9
Andrej;Novák;440620/5382;9
Ján;Szabó;570409/1354;9
Ján;Novák;640719/4721;9
Andrea;Vargová;731112/0728;9
Matúš;Novák;570311/8353;9
Adam;Baláž;050216/0768;9
Nema;Meno;690609/6969;9
Andrea;Kováčová;290606/9093;12/1
Jana;Nagyová;260625/2503;12/1
Petra;Kováčová;470725/5313;12/1
Veronika;Kováčová;100625/9153;12/1
Ján;Nagy;281030/3005;12/1
Matúš;Baláž;080928/2367;12/1
Lukáš;Molnár;250515/8801;12/1
Petra;Kováčová;730206/2397;12/2
Tomáš;Novák;581214/5657;12/2
Matúš;Farkaš;081202/8413;12/2
Ján;Baláž;130409/0939;12/2
Andrej;Novák;580106/4607;12/2
Zuzana;Balážová;330328/6750;12/3
Veronika;Molnárová;021007/9222;12/3
Peter;Nagy;070614/3401;12/3
Martin;Baláž;170221/3528;12/3
Karolína;Molnárová;520206/2299;12/3
Michal;Baláž;041223/5752;12/3
Karolína;Nagyová;721112/5348;12/3
Monika;Szabóová;240609/6743;12/4
Tomáš;Novák;380427/3356;12/4
Ivana;Szabóová;240926/4821;12/4
Lucia;Nagyová;951030/6077;12/4
Peter;Kováč;581011/1791;12/4
Lenka;Nováková;981224/9889;12/4
Petra;Balážová;650905/0339;12/4
Jana;Farkašová;910205/1618;12/5
Lukáš;Szabó;570122/7106;12/5
Jana;Nagyová;770206/8853;12/5
Zuzana;Farkašová;330630/3244;12/5
Petra;Balážová;280211/5672;11
Veronika;Nagyová;720626/0580;11
Monika;Nováková;451210/8618;11
Monika;Kováčová;971216/1414;11
Ivana;Horváthová;391226/2966;11
Nema;Meno;690609/6969;11
Lukáš;Molnár;680912/8816;14/1
Petra;Horváthová;641022/5672;14/1
Jana;Farkašová;281014/0678;14/1
Andrej;Molnár;681117/8622;14/1
Adam;Tóth;651006/4258;14/2
Ján;Farkaš;851024/7622;14/2
Marek;Szabó;711023/2646;14/2
Veronika;Molnárová;010106/3045;14/2
Matúš;Baláž;060128/4778;14/2
Matúš;Varga;120505/6749;14/2
Ján;Horváth;910414/6913;14/2
Adam;Varga;000219/4249;14/2
Marek;Farkaš;240204/3963;14/3
Petra;Farkašová;100422/7068;14/3
Martin;Tóth;800815/0331;14/3
Lucia;Farkašová;970826/2181;14/3
Lucia;Balážová;510105/4784;14/3
Ján;Novák;801216/3929;14/4
Ivana;Horváthová;200715/7814;14/4
Martin;Novák;200421/5436;14/4
Zuzana;Nagyová;520310/7328;14/4
Andrea;Kováčová;820319/4322;14/4
Martin;Novák;720713/1542;14/4
Martin;Szabó;510922/7077;14/4
Michal;Baláž;020306/0910;14/5
Zuzana;Farkašová;430804/8567;14/5
Veronika;Vargová;120510/0413;14/5
Peter;Farkaš;530520/7104;14/5
Lucia;Tóthová;830117/3448;14/5
Michal;Farkaš;810420/3902;13
Monika;Kováčová;270815/8035;13
Marek;Farkaš;521228/0038;13
Monika;Nováková;080207/6154;13
Andrea;Szabóová;411113/9992;13
Andrea;Tóthová;630114/1633;13
Ján;Horváth;830624/1998;13
Nema;Meno;690609/6969;13
Lenka;Nagyová;751020/8736;16/1
Tomáš;Varga;280424/4519;16/1
Veronika;Horváthová;310702/5839;16/1
Marek;Kováč;340722/9530;16/1
Lenka;Nagyová;550611/7250;16/1
Matúš;Baláž;880211/2700;16/2
Lukáš;Molnár;060829/4520;16/2
Ján;Novák;451013/0085;16/2
Peter;Kováč;181227/4177;16/2
Petra;Tóthová;960626/2228;16/3
Matúš;Molnár;441219/0269;16/3
Adam;Novák;260310/2663;16/3
Lukáš;Nagy;570206/5468;16/3
Petra;Horváthová;761108/5016;16/3
Ján;Baláž;690805/0770;16/3
Lukáš;Nagy;680609/2896;16/3
Jana;Szabóová;340716/4807;16/4
Veronika;Vargová;900920/2242;16/4
Lenka;Nováková;560728/3169;16/4
Martin;Nagy;400302/0232;16/4
Andrej;Szabó;130402/8287;16/4
Andrej;Farkaš;971224/5086;16/4
Matúš;Tóth;671215/8861;16/5
Michal;Farkaš;640322/3226;16/5
Matúš;Varga;690627/5058;16/5
Petra;Tóthová;830516/8205;16/5
Martin;Nagy;371022/4860;16/5
Lenka;Farkašová;340704/5283;16/5
Ivana;Tóthová;481231/7536;15
Veronika;Farkašová;290620/2784;15
Jana;Vargová;630408/6110;15
Peter;Farkaš;790521/2618;15
Nema;Meno;690609/6969;15
Monika;Farkašová;350620/9080;18/1
Lenka;Nováková;740129/5893;18/1
Tomáš;Horváth;500726/1819;18/1
Andrej;Novák;470716/0461;18/1
Ján;Molnár;730408/4190;18/1
Lukáš;Farkaš;290821/8047;18/1
Adam;Tóth;310930/4191;18/1
Peter;Farkaš;190526/4533;18/1
Jana;Balážová;381108/2147;18/2
Michal;Farkaš;910304/8759;18/2
Lukáš;Molnár;390504/1531;18/2
Monika;Balážová;750807/9500;18/2
Martin;Molnár;661230/5738;18/2
Peter;Baláž;790121/4566;18/3
Michal;Baláž;530302/5800;18/3
Monika;Tóthová;590205/7186;18/3
Marek;Kováč;290426/4664;18/3
Zuzana;Kováčová;420417/0473;18/3
Ján;Baláž;260603/8200;18/3
Petra;Vargová;211119/5549;18/3
Karolína;Szabóová;020504/1240;18/3
Ivana;Balážová;051218/7945;18/4
Monika;Molnárová;740716/8459;18/4
Veronika;Szabóová;321108/9140;18/4
Lucia;Vargová;461130/2608;18/4
Ivana;Balážová;651221/7727;18/4
Lukáš;Szabó;330331/1114;18/4
Michal;Varga;320129/3800;18/4
Tomáš;Varga;461128/6739;18/4
Martin;Novák;830701/7081;18/5
Michal;Szabó;080109/1192;18/5
Matúš;Szabó;501021/0231;18/5
Monika;Balážová;281110/2840;18/5
Monika;Nováková;960227/7617;18/5
Michal;Szabó;700215/0250;18/5
Andrej;Baláž;381224/8159;17
Martin;Kováč;871212/1827;17
Andrej;Nagy;190101/5065;17
Lukáš;Tóth;221115/2447;17
Veronika;Balážová;001205/6285;17
Petra;Kováčová;790117/1805;17
Nema;Meno;690609/6969;17
Adam;Horváth;400319/4488;20/1
Monika;Nagyová;510825/1011;20/1
Ivana;Nováková;800529/0906;20/1
Petra;Balážová;420518/8069;20/1
Andrej;Tóth;061019/3636;20/1
Andrea;Kováčová;470404/5225;20/1
Jana;Nováková;550329/9911;20/1
Peter;Kováč;960710/0743;20/2
Matúš;Baláž;280806/2601;20/2
Peter;Baláž;440929/8455;20/2
Veronika;Horváthová;060701/8306;20/2
Jana;Horváthová;901004/7754;20/2
Lucia;Nováková;301007/2737;20/3
Lukáš;Tóth;580825/6227;20/3
Karolína;Horváthová;280607/1163;20/3
Matúš;Molnár;520319/1084;20/3
Veronika;Balážová;280605/8767;20/3
Monika;Szabóová;380818/9437;20/3
Veronika;Kováčová;630104/3679;20/3
Peter;Farkaš;910727/4528;20/3
Adam;Nagy;850220/8710;20/4
Veronika;Horváthová;880924/8086;20/4
Matúš;Baláž;900308/5510;20/4
Jana;Horváthová;740915/8764;20/4
Matúš;Kováč;660704/8874;20/5
Lucia;Vargová;490123/9181;20/5
Peter;Varga;830501/8659;20/5
Jana;Szabóová;440809/8998;20/5
Lukáš;Baláž;330204/3389;19
Lenka;Horváthová;230515/4595;19
Martin;Szabó;940614/9000;19
Monika;Molnárová;620529/9752;19
Adam;Farkaš;391221/6552;19
Nema;Meno;690609/6969;19
Michal;Horváth;220102/0382;22/1
Adam;Varga;800120/7527;22/1
Petra;Tóthová;520730/2813;22/1
Tomáš;Varga;640222/1003;22/1
Andrej;Szabó;291109/8768;22/1
Marek;Baláž;770904/7497;22/1
Peter;Szabó;720626/2661;22/1
Ján;Farkaš;911222/9402;22/1
Andrea;Molnárová;551205/8503;22/2
Andrea;Horváthová;571122/0963;22/2
Petra;Balážová;100722/6437;22/2
Karolína;Farkašová;111103/4575;22/2
Veronika;Molnárová;831211/9298;22/2
Martin;Tóth;400818/7033;22/2
Ján;Novák;220703/8068;22/2
Jana;Nováková;400308/0023;22/2
Peter;Horváth;290527/1290;22/3
Adam;Molnár;600210/1547;22/3
Marek;Molnár;391220/5769;22/3
Jana;Kováčová;250831/5463;22/3
Ivana;Farkašová;341219/3771;22/3
Lucia;Nagyová;391130/1587;22/3
Michal;Horváth;140624/4089;22/3
Michal;Varga;600218/5509;22/4
Lucia;Farkašová;120710/2999;22/4
Lukáš;Kováč;941015/6322;22/4
Michal;Novák;880608/8428;22/4
Tomáš;Horváth;420214/1992;22/4
Andrea;Nagyová;010608/5002;22/5
Matúš;Tóth;080126/9197;22/5
Petra;Nováková;191027/0760;22/5
Adam;Szabó;580922/9398;22/5
Lenka;Tóthová;060218/4580;22/5
Monika;Nováková;270528/5875;22/5
Lukáš;Nagy;430106/4416;22/5
Peter;Kováč;230729/1927;21
Ján;Kováč;920810/8089;21
Matúš;Kováč;071119/7853;21
Tomáš;Horváth;110317/0502;21
Zuzana;Molnárová;071208/9093;21
Nema;Meno;690609/6969;21
Adam;Novák;101011/5713;24/1
Andrej;Varga;991109/5553;24/1
Andrej;Farkaš;691005/2549;24/1
Ján;Novák;740524/2872;24/1
Michal;Novák;860921/9154;24/1
Martin;Horváth;490619/5135;24/2
Petra;Kováčová;420729/8398;24/2
Lucia;Tóthová;610124/4027;24/2
Ján;Tóth;820409/8505;24/2
Tomáš;Nagy;870122/1290;24/3
Martin;Farkaš;881121/3283;24/3
Tomáš;Kováč;620307/0155;24/3
Ján;Szabó;411005/2277;24/3
Lenka;Horváthová;570813/6001;24/3
Karolína;Balážová;370923/8968;24/4
Veronika;Balážová;950904/2621;24/4
Matúš;Novák;880329/7534;24/4
Ivana;Kováčová;801118/8522;24/4
Tomáš;Kováč;960217/3125;24/5
Lucia;Nagyová;490421/3230;24/5
Michal;Tóth;360610/2552;24/5
Michal;Horváth;910522/4339;24/5
Andrea;Farkašová;420104/0524;24/5
Ivana;Molnárová;200902/3811;24/5
Tomáš;Farkaš;580719/8485;23
Ivana;Farkašová;770726/2700;23
Lucia;Molnárová;430630/5939;23
Matúš;Varga;220603/4715;23
Tomáš;Szabó;760607/5322;23
Nema;Meno;690609/6969;23
Adam;Kováč;110328/1906;26/1
Ján;Horváth;480614/9954;26/1
Peter;Baláž;230710/8883;26/1
Adam;Horváth;710712/9056;26/1
Peter;Varga;870719/6219;26/1
Lukáš;Tóth;050428/0133;26/1
Lenka;Tóthová;271001/7627;26/2
Zuzana;Nováková;570830/9742;26/2
Ján;Farkaš;750421/8525;26/2
Lenka;Molnárová;090522/1993;26/2
Tomáš;Kováč;641123/0497;26/2
Lucia;Tóthová;851119/6713;26/2
Monika;Molnárová;900508/0333;26/3
Adam;Szabó;570829/0267;26/3
Tomáš;Varga;550713/0969;26/3
Karolína;Farkašová;441217/3617;26/3
Veronika;Nováková;421031/7882;26/4
Petra;Vargová;210503/5035;26/4
Andrea;Horváthová;360717/3109;26/4
Martin;Novák;491227/2293;26/4
Peter;Tóth;930927/8605;26/4
Peter;Horváth;270910/6756;26/5
Andrea;Nováková;260306/2051;26/5
Adam;Novák;051121/8242;26/5
Matúš;Baláž;360720/2499;26/5
Zuzana;Szabóová;420817/2853;26/5
Matúš;Szabó;290706/1599;25
Adam;Horváth;780402/1690;25
Michal;Farkaš;111128/4910;25
Lucia;Kováčová;830417/6566;25
Nema;Meno;690609/6969;25
Peter;Horváth;300323/5650;28/1
Veronika;Horváthová;710222/0684;28/1
Peter;Horváth;311105/8755;28/1
Michal;Horváth;860910/4202;28/1
Lucia;Nagyová;130918/6292;28/1
Martin;Baláž;320131/2798;28/1
Karolína;Farkašová;691228/4678;28/1
Peter;Farkaš;600629/1402;28/1
Ivana;Nagyová;660202/2723;28/2
Andrea;Tóthová;400627/9008;28/2
Matúš;Farkaš;410816/0919;28/2
Tomáš;Farkaš;661218/5611;28/2
Andrea;Kováčová;890624/5752;28/2
Lenka;Balážová;460413/1766;28/3
Andrej;Tóth;820308/7932;28/3
Zuzana;Vargová;880416/2713;28/3
Karolína;Horváthová;720923/0567;28/3
Martin;Molnár;340426/4070;28/3
Ján;Varga;430808/1254;28/3
Veronika;Vargová;550130/9887;28/4
Andrej;Tóth;280224/6457;28/4
Petra;Nagyová;900226/3122;28/4
Peter;Baláž;630514/9345;28/4
Ivana;Szabóová;530224/0224;28/4
Monika;Vargová;990205/1984;28/4
Marek;Kováč;940816/7101;28/4
Lenka;Molnárová;350319/4792;28/4
Karolína;Szabóová;750111/3963;28/5
Petra;Molnárová;210825/6328;28/5
Matúš;Novák;980211/8624;28/5
Lenka;Farkašová;170311/8435;28/5
Monika;Molnárová;470730/5698;28/5
Tomáš;Nagy;341122/7559;28/5
Petra;Szabóová;111101/4073;28/5
Tomáš;Tóth;730201/9609;28/5
Ivana;Balážová;240719/4480;27
Matúš;Szabó;290113/6547;27
Jana;Molnárová;430507/4894;27
Matúš;Horváth;900604/3149;27
Andrej;Szabó;871211/8002;27
Karolína;Molnárová;350319/7542;27
Ivana;Tóthová;841107/5952;27
Nema;Meno;690609/6969;27
Andrej;Horváth;751220/8709;30/1
Lucia;Molnárová;910421/8440;30/1
Peter;Molnár;150420/5108;30/1
Lenka;Horváthová;930720/0064;30/1
Ivana;Tóthová;680512/3928;30/2
Andrea;Nováková;570409/2689;30/2
Adam;Kováč;620816/0525;30/2
Marek;Molnár;920724/2020;30/2
Andrej;Tóth;231106/1287;30/2
Tomáš;Baláž;520626/8757;30/2
Andrej;Molnár;560308/2574;30/2
Tomáš;Novák;750728/7601;30/3
Petra;Balážová;840316/7677;30/3
Veronika;Tóthová;340226/5729;30/3
Michal;Horváth;880322/8787;30/3
Ján;Kováč;761222/3499;30/3
Veronika;Nagyová;460921/1056;30/4
Andrej;Szabó;620705/5778;30/4
Monika;Horváthová;571004/0318;30/4
Jana;Vargová;431114/4084;30/4
Lucia;Kováčová;040611/3911;30/4
Karolína;Horváthová;140422/2443;30/5
Petra;Horváthová;960615/1300;30/5
Marek;Baláž;470401/4911;30/5
Michal;Baláž;450923/7844;30/5
Andrea;Balážová;230708/5798;29
Adam;Novák;090123/7686;29
Marek;Kováč;920202/9766;29
Michal;Varga;570617/0683;29
Adam;Tóth;170808/3218;29
Nema;Meno;690609/6969;29
Matúš;Varga;850831/6888;32/1
Adam;Kováč;351021/9534;32/1
Jana;Horváthová;570424/1907;32/1
Ján;Kováč;530502/2168;32/1
Michal;Tóth;421125/1357;32/2
Matúš;Farkaš;130815/7918;32/2
Veronika;Balážová;780108/4841;32/2
Tomáš;Molnár;901002/5719;32/2
Ján;Kováč;180617/5095;32/2
Marek;Nagy;000217/7605;32/2
Marek;Tóth;360916/6957;32/2
Andrej;Molnár;220324/8333;32/3
Andrea;Nováková;990730/6577;32/3
Karolína;Horváthová;130413/6651;32/3
Adam;Molnár;900909/5403;32/3
Martin;Novák;781107/8398;32/3
Matúš;Tóth;601014/1523;32/3
Marek;Varga;241018/1251;32/3
Matúš;Baláž;470407/2652;32/3
Ján;Tóth;710401/9765;32/4
Zuzana;Szabóová;981005/9993;32/4
Andrea;Nagyová;220705/1046;32/4
Lenka;Molnárová;970502/5995;32/4
Martin;Molnár;810427/1591;32/5
Zuzana;Horváthová;360220/1834;32/5
Michal;Farkaš;210607/3139;32/5
Zuzana;Farkašová;361217/6728;32/5
Petra;Balážová;220524/9015;32/5
Monika;Farkašová;421020/1912;31
Andrej;Baláž;560927/6052;31
Tomáš;Molnár;170621/6411;31
Monika;Nováková;610810/8782;31
Marek;Nagy;180618/2110;31
Matúš;Kováč;920607/4599;31
Nema;Meno;690609/6969;31
Adam;Molnár;520310/4875;34/1
Ján;Szabó;910614/3221;34/1
Martin;Kováč;570922/4423;34/1
Michal;Baláž;541015/7888;34/1
Petra;Nováková;530918/2476;34/1
Michal;Horváth;790710/2305;34/2
Zuzana;Horváthová;101212/8005;34/2
Tomáš;Szabó;061023/7116;34/2
Matúš;Tóth;050919/5863;34/2
Veronika;Farkašová;090124/0386;34/2
Tomáš;Kováč;370311/5836;34/3
Matúš;Nagy;640919/9127;34/3
Jana;Farkašová;750813/0770;34/3
Petra;Balážová;930802/8733;34/3
Andrej;Szabó;001229/5021;34/4
Lenka;Nagyová;620726/5341;34/4
Lukáš;Baláž;200922/8873;34/4
Martin;Horváth;870118/4016;34/4
Peter;Nagy;500924/8989;34/4
Karolína;Szabóová;230207/0897;34/5
Zuzana;Balážová;490213/5315;34/5
Lenka;Vargová;390730/3209;34/5
Tomáš;Molnár;570207/2411;34/5
Tomáš;Farkaš;290821/5149;34/5
Veronika;Farkašová;800831/6034;34/5
Petra;Balážová;691227/6455;34/5
Zuzana;Balážová;340720/2492;33
Veronika;Nováková;660511/8576;33
Peter;Nagy;601219/3078;33
Peter;Varga;580611/5507;33
Nema;Meno;690609/6969;33
Michal;Szabó;920618/7830;36/1
Andrea;Kováčová;991227/4001;36/1
Ivana;Farkašová;960918/0885;36/1
Andrej;Novák;041016/9100;36/1
Andrea;Balážová;891109/3806;36/1
Petra;Nagyová;930109/5935;36/1
Andrej;Molnár;101007/1559;36/1
Lucia;Nováková;060927/2034;36/1
Jana;Szabóová;331128/0271;36/2
Michal;Novák;810105/7562;36/2
Michal;Szabó;550605/9179;36/2
Matúš;Molnár;501010/5166;36/2
Jana;Horváthová;650314/1542;36/2
Matúš;Varga;900114/8216;36/3
Zuzana;Kováčová;231226/0310;36/3
Ján;Varga;280414/9406;36/3
Jana;Horváthová;870723/2646;36/3
Monika;Balážová;940818/0164;36/3
Karolína;Balážová;360610/1014;36/3
Lucia;Farkašová;600922/6250;36/3
Tomáš;Horváth;950910/1428;36/4
Michal;Nagy;950701/0376;36/4
Lukáš;Varga;510118/4731;36/4
Karolína;Balážová;371128/7753;36/4
Lukáš;Baláž;250802/1313;36/4
Andrea;Balážová;050916/6459;36/4
Lenka;Farkašová;980221/6926;36/4
Peter;Szabó;300415/2095;36/5
Martin;Baláž;650529/7700;36/5
Lenka;Molnárová;191120/7353;36/5
Peter;Varga;291024/3048;36/5
Ján;Farkaš;410128/2250;36/5
Ján;Nagy;960816/2079;36/5
Andrea;Kováčová;200409/8238;35
Lenka;Nováková;231128/1152;35
Tomáš;Tóth;030127/3368;35
Andrea;Balážová;180918/3936;35
Andrej;Horváth;630806/1901;35
Adam;Szabó;560304/6486;35
Martin;Szabó;380924/6349;35
Karolína;Horváthová;071016/2917;35
Nema;Meno;690609/6969;35
Lucia;Farkašová;621218/5946;38/1
Michal;Horváth;860630/5689;38/1
Matúš;Nagy;140222/0223;38/1
Petra;Tóthová;870915/9069;38/1
Zuzana;Tóthová;660403/4021;38/2
Martin;Varga;880729/2446;38/2
Karolína;Balážová;631001/3508;38/2
Lenka;Nováková;000103/3697;38/2
Adam;Kováč;300923/1431;38/2
Monika;Nováková;910625/9012;38/2
Ivana;Kováčová;350828/5654;38/3
Veronika;Farkašová;130311/5786;38/3
Marek;Kováč;250124/7645;38/3
Martin;Baláž;380225/7382;38/3
Zuzana;Horváthová;680602/5820;38/4
Karolína;Tóthová;730930/9488;38/4
Adam;Nagy;030524/3475;38/4
Peter;Farkaš;370415/8844;38/4
Matúš;Nagy;241030/5934;38/4
Adam;Farkaš;120726/1156;38/4
Martin;Nagy;321004/2217;38/4
Marek;Varga;731215/3149;38/4
Ján;Horváth;790907/9620;38/5
Ivana;Balážová;250529/0787;38/5
Karolína;Balážová;170303/9207;38/5
Michal;Nagy;610808/3535;38/5
Martin;Baláž;710419/3185;38/5
Adam;Molnár;371112/5902;38/5
Lukáš;Farkaš;000401/8425;38/5
Marek;Novák;480328/1426;38/5
Zuzana;Horváthová;970129/0713;37
Monika;Balážová;280918/9597;37
Michal;Tóth;971110/1986;37
Lukáš;Kováč;250709/3646;37
Lukáš;Kováč;380705/5304;37
Nema;Meno;690609/6969;37
Matúš;Farkaš;060108/2464;40/1
Karolína;Kováčová;770323/2308;40/1
Andrea;Nagyová;180627/5762;40/1
Petra;Nováková;200206/3092;40/1
Marek;Nagy;340104/7083;40/1
Matúš;Nagy;360816/9172;40/1
Michal;Molnár;810217/3118;40/1
Lukáš;Farkaš;440314/2144;40/2
